Bridge_ID,Age (years),Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Bridge_Design,Humidity (%),Risk_Level
7956,29,1601.380138,40.80108011,81.60216022,7976.237624,Rainy,3977.89779,79.5579558,7.95579558,836.4636464,397.789779,Truss,79.5579558,High
7957,36,1601.575158,40.80558056,81.61116112,7977.227723,Sunny,3978.39784,79.5679568,7.95679568,836.5436544,397.839784,Arch,79.5679568,High
7958,45,1601.770177,40.81008101,81.62016202,7978.217822,Snowy,3978.89789,79.5779578,7.95779578,836.6236624,397.889789,Beam,79.5779578,High
7959,34,1601.965197,40.81458146,81.62916292,7979.207921,Cloudy,3979.39794,79.5879588,7.95879588,836.7036704,397.939794,Truss,79.5879588,High
7960,6,1602.160216,40.81908191,81.63816382,7980.19802,Windy,3979.89799,79.5979598,7.95979598,836.7836784,397.989799,Arch,79.5979598,High
7961,0,1602.355236,40.82358236,81.64716472,7981.188119,Rainy,3980.39804,79.6079608,7.96079608,836.8636864,398.039804,Beam,79.6079608,High
7962,11,1602.550255,40.82808281,81.65616562,7982.178218,Sunny,3980.89809,79.6179618,7.96179618,836.9436944,398.089809,Truss,79.6179618,High
7963,23,1602.745275,40.83258326,81.66516652,7983.168317,Snowy,3981.39814,79.6279628,7.96279628,837.0237024,398.139814,Arch,79.6279628,High
7964,25,1602.940294,40.83708371,81.67416742,7984.158416,Cloudy,3981.89819,79.6379638,7.96379638,837.1037104,398.189819,Beam,79.6379638,High
7965,6,1603.135314,40.84158416,81.68316832,7985.148515,Windy,3982.39824,79.6479648,7.96479648,837.1837184,398.239824,Truss,79.6479648,High
7966,0,1603.330333,40.84608461,81.69216922,7986.138614,Rainy,3982.89829,79.6579658,7.96579658,837.2637264,398.289829,Arch,79.6579658,High
7967,49,1603.525353,40.85058506,81.70117012,7987.128713,Sunny,3983.39834,79.6679668,7.96679668,837.3437344,398.339834,Beam,79.6679668,High
7968,32,1603.720372,40.85508551,81.71017102,7988.118812,Snowy,3983.89839,79.6779678,7.96779678,837.4237424,398.389839,Truss,79.6779678,High
7969,14,1603.915392,40.85958596,81.71917192,7989.108911,Cloudy,3984.39844,79.6879688,7.96879688,837.5037504,398.439844,Arch,79.6879688,High
7970,38,1604.110411,40.86408641,81.72817282,7990.09901,Windy,3984.89849,79.6979698,7.96979698,837.5837584,398.489849,Beam,79.6979698,High
7971,17,1604.305431,40.86858686,81.73717372,7991.089109,Rainy,3985.39854,79.7079708,7.97079708,837.6637664,398.539854,Truss,79.7079708,High
7972,44,1604.50045,40.87308731,81.74617462,7992.079208,Sunny,3985.89859,79.7179718,7.97179718,837.7437744,398.589859,Arch,79.7179718,High
7973,20,1604.69547,40.87758776,81.75517552,7993.069307,Snowy,3986.39864,79.7279728,7.97279728,837.8237824,398.639864,Beam,79.7279728,High
7974,43,1604.890489,40.88208821,81.76417642,7994.059406,Cloudy,3986.89869,79.7379738,7.97379738,837.9037904,398.689869,Truss,79.7379738,High
7975,35,1605.085509,40.88658866,81.77317732,7995.049505,Windy,3987.39874,79.7479748,7.97479748,837.9837984,398.739874,Arch,79.7479748,High
7976,46,1605.280528,40.89108911,81.78217822,7996.039604,Rainy,3987.89879,79.7579758,7.97579758,838.0638064,398.789879,Beam,79.7579758,High
7977,34,1605.475548,40.89558956,81.79117912,7997.029703,Sunny,3988.39884,79.7679768,7.97679768,838.1438144,398.839884,Truss,79.7679768,High
7978,33,1605.670567,40.90009001,81.80018002,7998.019802,Snowy,3988.89889,79.7779778,7.97779778,838.2238224,398.889889,Arch,79.7779778,High
7979,26,1605.865587,40.90459046,81.80918092,7999.009901,Cloudy,3989.39894,79.7879788,7.97879788,838.3038304,398.939894,Beam,79.7879788,High
7980,3,1606.060606,40.90909091,81.81818182,8000,Windy,3989.89899,79.7979798,7.97979798,838.3838384,398.989899,Truss,79.7979798,High
7981,14,1606.255626,40.91359136,81.82718272,8000.990099,Rainy,3990.39904,79.8079808,7.98079808,838.4638464,399.039904,Arch,79.8079808,High
7982,40,1606.450645,40.91809181,81.83618362,8001.980198,Sunny,3990.89909,79.8179818,7.98179818,838.5438544,399.089909,Beam,79.8179818,High
7983,37,1606.645665,40.92259226,81.84518452,8002.970297,Snowy,3991.39914,79.8279828,7.98279828,838.6238624,399.139914,Truss,79.8279828,High
7984,23,1606.840684,40.92709271,81.85418542,8003.960396,Cloudy,3991.89919,79.8379838,7.98379838,838.7038704,399.189919,Arch,79.8379838,High
7985,36,1607.035704,40.93159316,81.86318632,8004.950495,Windy,3992.39924,79.8479848,7.98479848,838.7838784,399.239924,Beam,79.8479848,High
7986,32,1607.230723,40.93609361,81.87218722,8005.940594,Rainy,3992.89929,79.8579858,7.98579858,838.8638864,399.289929,Truss,79.8579858,High
7987,6,1607.425743,40.94059406,81.88118812,8006.930693,Sunny,3993.39934,79.8679868,7.98679868,838.9438944,399.339934,Arch,79.8679868,High
7988,5,1607.620762,40.94509451,81.89018902,8007.920792,Snowy,3993.89939,79.8779878,7.98779878,839.0239024,399.389939,Beam,79.8779878,High
7989,4,1607.815782,40.94959496,81.89918992,8008.910891,Cloudy,3994.39944,79.8879888,7.98879888,839.1039104,399.439944,Truss,79.8879888,High
7990,29,1608.010801,40.95409541,81.90819082,8009.90099,Windy,3994.89949,79.8979898,7.98979898,839.1839184,399.489949,Arch,79.8979898,High
7991,19,1608.205821,40.95859586,81.91719172,8010.891089,Rainy,3995.39954,79.9079908,7.99079908,839.2639264,399.539954,Beam,79.9079908,High
7992,21,1608.40084,40.96309631,81.92619262,8011.881188,Sunny,3995.89959,79.9179918,7.99179918,839.3439344,399.589959,Truss,79.9179918,High
7993,20,1608.59586,40.96759676,81.93519352,8012.871287,Snowy,3996.39964,79.9279928,7.99279928,839.4239424,399.639964,Arch,79.9279928,High
7994,11,1608.790879,40.97209721,81.94419442,8013.861386,Cloudy,3996.89969,79.9379938,7.99379938,839.5039504,399.689969,Beam,79.9379938,High
7995,21,1608.985899,40.97659766,81.95319532,8014.851485,Windy,3997.39974,79.9479948,7.99479948,839.5839584,399.739974,Truss,79.9479948,High
7996,14,1609.180918,40.98109811,81.96219622,8015.841584,Rainy,3997.89979,79.9579958,7.99579958,839.6639664,399.789979,Arch,79.9579958,High
7997,36,1609.375938,40.98559856,81.97119712,8016.831683,Sunny,3998.39984,79.9679968,7.99679968,839.7439744,399.839984,Beam,79.9679968,High
7998,21,1609.570957,40.99009901,81.98019802,8017.821782,Snowy,3998.89989,79.9779978,7.99779978,839.8239824,399.889989,Truss,79.9779978,High
7999,41,1609.765977,40.99459946,81.98919892,8018.811881,Cloudy,3999.39994,79.9879988,7.99879988,839.9039904,399.939994,Arch,79.9879988,High
8000,21,1609.960996,40.99909991,81.99819982,8019.80198,Windy,3999.89999,79.9979998,7.99979998,839.9839984,399.989999,Beam,79.9979998,High
8001,20,1610.156016,41.00360036,82.00720072,8020.792079,Rainy,4000.40004,80.0080008,8.00080008,840.0640064,400.040004,Truss,80.0080008,High
8002,8,1610.351035,41.00810081,82.01620162,8021.782178,Sunny,4000.90009,80.0180018,8.00180018,840.1440144,400.090009,Arch,80.0180018,High
8003,46,1610.546055,41.01260126,82.02520252,8022.772277,Snowy,4001.40014,80.0280028,8.00280028,840.2240224,400.140014,Beam,80.0280028,High
8004,39,1610.741074,41.01710171,82.03420342,8023.762376,Cloudy,4001.90019,80.0380038,8.00380038,840.3040304,400.190019,Truss,80.0380038,High
8005,0,1610.936094,41.02160216,82.04320432,8024.752475,Windy,4002.40024,80.0480048,8.00480048,840.3840384,400.240024,Arch,80.0480048,High
8006,8,1611.131113,41.02610261,82.05220522,8025.742574,Rainy,4002.90029,80.0580058,8.00580058,840.4640464,400.290029,Beam,80.0580058,High
8007,3,1611.326133,41.03060306,82.06120612,8026.732673,Sunny,4003.40034,80.0680068,8.00680068,840.5440544,400.340034,Truss,80.0680068,High
8008,36,1611.521152,41.03510351,82.07020702,8027.722772,Snowy,4003.90039,80.0780078,8.00780078,840.6240624,400.390039,Arch,80.0780078,High
8009,6,1611.716172,41.03960396,82.07920792,8028.712871,Cloudy,4004.40044,80.0880088,8.00880088,840.7040704,400.440044,Beam,80.0880088,High
8010,29,1611.911191,41.04410441,82.08820882,8029.70297,Windy,4004.90049,80.0980098,8.00980098,840.7840784,400.490049,Truss,80.0980098,High
8011,27,1612.106211,41.04860486,82.09720972,8030.693069,Rainy,4005.40054,80.1080108,8.01080108,840.8640864,400.540054,Arch,80.1080108,High
8012,38,1612.30123,41.05310531,82.10621062,8031.683168,Sunny,4005.90059,80.1180118,8.01180118,840.9440944,400.590059,Beam,80.1180118,High
8013,23,1612.49625,41.05760576,82.11521152,8032.673267,Snowy,4006.40064,80.1280128,8.01280128,841.0241024,400.640064,Truss,80.1280128,High
8014,22,1612.691269,41.06210621,82.12421242,8033.663366,Cloudy,4006.90069,80.1380138,8.01380138,841.1041104,400.690069,Arch,80.1380138,High
8015,20,1612.886289,41.06660666,82.13321332,8034.653465,Windy,4007.40074,80.1480148,8.01480148,841.1841184,400.740074,Beam,80.1480148,High
8016,31,1613.081308,41.07110711,82.14221422,8035.643564,Rainy,4007.90079,80.1580158,8.01580158,841.2641264,400.790079,Truss,80.1580158,High
8017,7,1613.276328,41.07560756,82.15121512,8036.633663,Sunny,4008.40084,80.1680168,8.01680168,841.3441344,400.840084,Arch,80.1680168,High
8018,19,1613.471347,41.08010801,82.16021602,8037.623762,Snowy,4008.90089,80.1780178,8.01780178,841.4241424,400.890089,Beam,80.1780178,High
8019,14,1613.666367,41.08460846,82.16921692,8038.613861,Cloudy,4009.40094,80.1880188,8.01880188,841.5041504,400.940094,Truss,80.1880188,High
8020,12,1613.861386,41.08910891,82.17821782,8039.60396,Windy,4009.90099,80.1980198,8.01980198,841.5841584,400.990099,Arch,80.1980198,High
8021,11,1614.056406,41.09360936,82.18721872,8040.594059,Rainy,4010.40104,80.2080208,8.02080208,841.6641664,401.040104,Beam,80.2080208,High
8022,19,1614.251425,41.09810981,82.19621962,8041.584158,Sunny,4010.90109,80.2180218,8.02180218,841.7441744,401.090109,Truss,80.2180218,High
8023,24,1614.446445,41.10261026,82.20522052,8042.574257,Snowy,4011.40114,80.2280228,8.02280228,841.8241824,401.140114,Arch,80.2280228,High
8024,34,1614.641464,41.10711071,82.21422142,8043.564356,Cloudy,4011.90119,80.2380238,8.02380238,841.9041904,401.190119,Beam,80.2380238,High
8025,5,1614.836484,41.11161116,82.22322232,8044.554455,Windy,4012.40124,80.2480248,8.02480248,841.9841984,401.240124,Truss,80.2480248,High
8026,28,1615.031503,41.11611161,82.23222322,8045.544554,Rainy,4012.90129,80.2580258,8.02580258,842.0642064,401.290129,Arch,80.2580258,High
8027,49,1615.226523,41.12061206,82.24122412,8046.534653,Sunny,4013.40134,80.2680268,8.02680268,842.1442144,401.340134,Beam,80.2680268,High
8028,3,1615.421542,41.12511251,82.25022502,8047.524752,Snowy,4013.90139,80.2780278,8.02780278,842.2242224,401.390139,Truss,80.2780278,High
8029,40,1615.616562,41.12961296,82.25922592,8048.514851,Cloudy,4014.40144,80.2880288,8.02880288,842.3042304,401.440144,Arch,80.2880288,High
8030,49,1615.811581,41.13411341,82.26822682,8049.50495,Windy,4014.90149,80.2980298,8.02980298,842.3842384,401.490149,Beam,80.2980298,High
8031,27,1616.006601,41.13861386,82.27722772,8050.49505,Rainy,4015.40154,80.3080308,8.03080308,842.4642464,401.540154,Truss,80.3080308,High
8032,10,1616.20162,41.14311431,82.28622862,8051.485149,Sunny,4015.90159,80.3180318,8.03180318,842.5442544,401.590159,Arch,80.3180318,High
8033,23,1616.39664,41.14761476,82.29522952,8052.475248,Snowy,4016.40164,80.3280328,8.03280328,842.6242624,401.640164,Beam,80.3280328,High
8034,48,1616.591659,41.15211521,82.30423042,8053.465347,Cloudy,4016.90169,80.3380338,8.03380338,842.7042704,401.690169,Truss,80.3380338,High
8035,35,1616.786679,41.15661566,82.31323132,8054.455446,Windy,4017.40174,80.3480348,8.03480348,842.7842784,401.740174,Arch,80.3480348,High
8036,41,1616.981698,41.16111611,82.32223222,8055.445545,Rainy,4017.90179,80.3580358,8.03580358,842.8642864,401.790179,Beam,80.3580358,High
8037,33,1617.176718,41.16561656,82.33123312,8056.435644,Sunny,4018.40184,80.3680368,8.03680368,842.9442944,401.840184,Truss,80.3680368,High
8038,27,1617.371737,41.17011701,82.34023402,8057.425743,Snowy,4018.90189,80.3780378,8.03780378,843.0243024,401.890189,Arch,80.3780378,High
8039,29,1617.566757,41.17461746,82.34923492,8058.415842,Cloudy,4019.40194,80.3880388,8.03880388,843.1043104,401.940194,Beam,80.3880388,High
8040,4,1617.761776,41.17911791,82.35823582,8059.405941,Windy,4019.90199,80.3980398,8.03980398,843.1843184,401.990199,Truss,80.3980398,High
8041,31,1617.956796,41.18361836,82.36723672,8060.39604,Rainy,4020.40204,80.4080408,8.04080408,843.2643264,402.040204,Arch,80.4080408,High
8042,29,1618.151815,41.18811881,82.37623762,8061.386139,Sunny,4020.90209,80.4180418,8.04180418,843.3443344,402.090209,Beam,80.4180418,High
8043,33,1618.346835,41.19261926,82.38523852,8062.376238,Snowy,4021.40214,80.4280428,8.04280428,843.4243424,402.140214,Truss,80.4280428,High
8044,28,1618.541854,41.19711971,82.39423942,8063.366337,Cloudy,4021.90219,80.4380438,8.04380438,843.5043504,402.190219,Arch,80.4380438,High
8045,37,1618.736874,41.20162016,82.40324032,8064.356436,Windy,4022.40224,80.4480448,8.04480448,843.5843584,402.240224,Beam,80.4480448,High
8046,19,1618.931893,41.20612061,82.41224122,8065.346535,Rainy,4022.90229,80.4580458,8.04580458,843.6643664,402.290229,Truss,80.4580458,High
8047,36,1619.126913,41.21062106,82.42124212,8066.336634,Sunny,4023.40234,80.4680468,8.04680468,843.7443744,402.340234,Arch,80.4680468,High
8048,9,1619.321932,41.21512151,82.43024302,8067.326733,Snowy,4023.90239,80.4780478,8.04780478,843.8243824,402.390239,Beam,80.4780478,High
8049,7,1619.516952,41.21962196,82.43924392,8068.316832,Cloudy,4024.40244,80.4880488,8.04880488,843.9043904,402.440244,Truss,80.4880488,High
8050,46,1619.711971,41.22412241,82.44824482,8069.306931,Windy,4024.90249,80.4980498,8.04980498,843.9843984,402.490249,Arch,80.4980498,High
8051,32,1619.906991,41.22862286,82.45724572,8070.29703,Rainy,4025.40254,80.50805081,8.050805081,844.0644064,402.540254,Beam,80.50805081,High
8052,14,1620.10201,41.23312331,82.46624662,8071.287129,Sunny,4025.90259,80.51805181,8.051805181,844.1444144,402.590259,Truss,80.51805181,High
8053,19,1620.29703,41.23762376,82.47524752,8072.277228,Snowy,4026.40264,80.52805281,8.052805281,844.2244224,402.640264,Arch,80.52805281,High
8054,4,1620.492049,41.24212421,82.48424842,8073.267327,Cloudy,4026.90269,80.53805381,8.053805381,844.3044304,402.690269,Beam,80.53805381,High
8055,39,1620.687069,41.24662466,82.49324932,8074.257426,Windy,4027.40274,80.54805481,8.054805481,844.3844384,402.740274,Truss,80.54805481,High
8056,4,1620.882088,41.25112511,82.50225023,8075.247525,Rainy,4027.90279,80.55805581,8.055805581,844.4644464,402.790279,Arch,80.55805581,High
8057,12,1621.077108,41.25562556,82.51125113,8076.237624,Sunny,4028.40284,80.56805681,8.056805681,844.5444544,402.840284,Beam,80.56805681,High
8058,9,1621.272127,41.26012601,82.52025203,8077.227723,Snowy,4028.90289,80.57805781,8.057805781,844.6244624,402.890289,Truss,80.57805781,High
8059,48,1621.467147,41.26462646,82.52925293,8078.217822,Cloudy,4029.40294,80.58805881,8.058805881,844.7044704,402.940294,Arch,80.58805881,High
8060,42,1621.662166,41.26912691,82.53825383,8079.207921,Windy,4029.90299,80.59805981,8.059805981,844.7844784,402.990299,Beam,80.59805981,High
8061,10,1621.857186,41.27362736,82.54725473,8080.19802,Rainy,4030.40304,80.60806081,8.060806081,844.8644864,403.040304,Truss,80.60806081,High
8062,8,1622.052205,41.27812781,82.55625563,8081.188119,Sunny,4030.90309,80.61806181,8.061806181,844.9444944,403.090309,Arch,80.61806181,High
8063,1,1622.247225,41.28262826,82.56525653,8082.178218,Snowy,4031.40314,80.62806281,8.062806281,845.0245025,403.140314,Beam,80.62806281,High
8064,47,1622.442244,41.28712871,82.57425743,8083.168317,Cloudy,4031.90319,80.63806381,8.063806381,845.1045105,403.190319,Truss,80.63806381,High
8065,38,1622.637264,41.29162916,82.58325833,8084.158416,Windy,4032.40324,80.64806481,8.064806481,845.1845185,403.240324,Arch,80.64806481,High
8066,17,1622.832283,41.29612961,82.59225923,8085.148515,Rainy,4032.90329,80.65806581,8.065806581,845.2645265,403.290329,Beam,80.65806581,High
8067,39,1623.027303,41.30063006,82.60126013,8086.138614,Sunny,4033.40334,80.66806681,8.066806681,845.3445345,403.340334,Truss,80.66806681,High
8068,14,1623.222322,41.30513051,82.61026103,8087.128713,Snowy,4033.90339,80.67806781,8.067806781,845.4245425,403.390339,Arch,80.67806781,High
8069,44,1623.417342,41.30963096,82.61926193,8088.118812,Cloudy,4034.40344,80.68806881,8.068806881,845.5045505,403.440344,Beam,80.68806881,High
8070,20,1623.612361,41.31413141,82.62826283,8089.108911,Windy,4034.90349,80.69806981,8.069806981,845.5845585,403.490349,Truss,80.69806981,High
8071,40,1623.807381,41.31863186,82.63726373,8090.09901,Rainy,4035.40354,80.70807081,8.070807081,845.6645665,403.540354,Arch,80.70807081,High
8072,15,1624.0024,41.32313231,82.64626463,8091.089109,Sunny,4035.90359,80.71807181,8.071807181,845.7445745,403.590359,Beam,80.71807181,High
8073,33,1624.19742,41.32763276,82.65526553,8092.079208,Snowy,4036.40364,80.72807281,8.072807281,845.8245825,403.640364,Truss,80.72807281,High
8074,22,1624.392439,41.33213321,82.66426643,8093.069307,Cloudy,4036.90369,80.73807381,8.073807381,845.9045905,403.690369,Arch,80.73807381,High
8075,25,1624.587459,41.33663366,82.67326733,8094.059406,Windy,4037.40374,80.74807481,8.074807481,845.9845985,403.740374,Beam,80.74807481,High
8076,5,1624.782478,41.34113411,82.68226823,8095.049505,Rainy,4037.90379,80.75807581,8.075807581,846.0646065,403.790379,Truss,80.75807581,High
8077,21,1624.977498,41.34563456,82.69126913,8096.039604,Sunny,4038.40384,80.76807681,8.076807681,846.1446145,403.840384,Arch,80.76807681,High
8078,36,1625.172517,41.35013501,82.70027003,8097.029703,Snowy,4038.90389,80.77807781,8.077807781,846.2246225,403.890389,Beam,80.77807781,High
8079,28,1625.367537,41.35463546,82.70927093,8098.019802,Cloudy,4039.40394,80.78807881,8.078807881,846.3046305,403.940394,Truss,80.78807881,High
8080,8,1625.562556,41.35913591,82.71827183,8099.009901,Windy,4039.90399,80.79807981,8.079807981,846.3846385,403.990399,Arch,80.79807981,High
8081,42,1625.757576,41.36363636,82.72727273,8100,Rainy,4040.40404,80.80808081,8.080808081,846.4646465,404.040404,Beam,80.80808081,High
8082,0,1625.952595,41.36813681,82.73627363,8100.990099,Sunny,4040.90409,80.81808181,8.081808181,846.5446545,404.090409,Truss,80.81808181,High
8083,39,1626.147615,41.37263726,82.74527453,8101.980198,Snowy,4041.40414,80.82808281,8.082808281,846.6246625,404.140414,Arch,80.82808281,High
8084,49,1626.342634,41.37713771,82.75427543,8102.970297,Cloudy,4041.90419,80.83808381,8.083808381,846.7046705,404.190419,Beam,80.83808381,High
8085,45,1626.537654,41.38163816,82.76327633,8103.960396,Windy,4042.40424,80.84808481,8.084808481,846.7846785,404.240424,Truss,80.84808481,High
8086,28,1626.732673,41.38613861,82.77227723,8104.950495,Rainy,4042.90429,80.85808581,8.085808581,846.8646865,404.290429,Arch,80.85808581,High
8087,23,1626.927693,41.39063906,82.78127813,8105.940594,Sunny,4043.40434,80.86808681,8.086808681,846.9446945,404.340434,Beam,80.86808681,High
8088,33,1627.122712,41.39513951,82.79027903,8106.930693,Snowy,4043.90439,80.87808781,8.087808781,847.0247025,404.390439,Truss,80.87808781,High
8089,46,1627.317732,41.39963996,82.79927993,8107.920792,Cloudy,4044.40444,80.88808881,8.088808881,847.1047105,404.440444,Arch,80.88808881,High
8090,10,1627.512751,41.40414041,82.80828083,8108.910891,Windy,4044.90449,80.89808981,8.089808981,847.1847185,404.490449,Beam,80.89808981,High
8091,41,1627.707771,41.40864086,82.81728173,8109.90099,Rainy,4045.40454,80.90809081,8.090809081,847.2647265,404.540454,Truss,80.90809081,High
8092,27,1627.90279,41.41314131,82.82628263,8110.891089,Sunny,4045.90459,80.91809181,8.091809181,847.3447345,404.590459,Arch,80.91809181,High
8093,15,1628.09781,41.41764176,82.83528353,8111.881188,Snowy,4046.40464,80.92809281,8.092809281,847.4247425,404.640464,Beam,80.92809281,High
8094,25,1628.292829,41.42214221,82.84428443,8112.871287,Cloudy,4046.90469,80.93809381,8.093809381,847.5047505,404.690469,Truss,80.93809381,High
8095,12,1628.487849,41.42664266,82.85328533,8113.861386,Windy,4047.40474,80.94809481,8.094809481,847.5847585,404.740474,Arch,80.94809481,High
8096,42,1628.682868,41.43114311,82.86228623,8114.851485,Rainy,4047.90479,80.95809581,8.095809581,847.6647665,404.790479,Beam,80.95809581,High
8097,12,1628.877888,41.43564356,82.87128713,8115.841584,Sunny,4048.40484,80.96809681,8.096809681,847.7447745,404.840484,Truss,80.96809681,High
8098,30,1629.072907,41.44014401,82.88028803,8116.831683,Snowy,4048.90489,80.97809781,8.097809781,847.8247825,404.890489,Arch,80.97809781,High
8099,26,1629.267927,41.44464446,82.88928893,8117.821782,Cloudy,4049.40494,80.98809881,8.098809881,847.9047905,404.940494,Beam,80.98809881,High
8100,25,1629.462946,41.44914491,82.89828983,8118.811881,Windy,4049.90499,80.99809981,8.099809981,847.9847985,404.990499,Truss,80.99809981,High
8101,30,1629.657966,41.45364536,82.90729073,8119.80198,Rainy,4050.405041,81.00810081,8.100810081,848.0648065,405.0405041,Arch,81.00810081,High
8102,30,1629.852985,41.45814581,82.91629163,8120.792079,Sunny,4050.905091,81.01810181,8.101810181,848.1448145,405.0905091,Beam,81.01810181,High
8103,12,1630.048005,41.46264626,82.92529253,8121.782178,Snowy,4051.405141,81.02810281,8.102810281,848.2248225,405.1405141,Truss,81.02810281,High
8104,15,1630.243024,41.46714671,82.93429343,8122.772277,Cloudy,4051.905191,81.03810381,8.103810381,848.3048305,405.1905191,Arch,81.03810381,High
8105,40,1630.438044,41.47164716,82.94329433,8123.762376,Windy,4052.405241,81.04810481,8.104810481,848.3848385,405.2405241,Beam,81.04810481,High
8106,5,1630.633063,41.47614761,82.95229523,8124.752475,Rainy,4052.905291,81.05810581,8.105810581,848.4648465,405.2905291,Truss,81.05810581,High
8107,34,1630.828083,41.48064806,82.96129613,8125.742574,Sunny,4053.405341,81.06810681,8.106810681,848.5448545,405.3405341,Arch,81.06810681,High
8108,47,1631.023102,41.48514851,82.97029703,8126.732673,Snowy,4053.905391,81.07810781,8.107810781,848.6248625,405.3905391,Beam,81.07810781,High
8109,44,1631.218122,41.48964896,82.97929793,8127.722772,Cloudy,4054.405441,81.08810881,8.108810881,848.7048705,405.4405441,Truss,81.08810881,High
8110,38,1631.413141,41.49414941,82.98829883,8128.712871,Windy,4054.905491,81.09810981,8.109810981,848.7848785,405.4905491,Arch,81.09810981,High
8111,21,1631.608161,41.49864986,82.99729973,8129.70297,Rainy,4055.405541,81.10811081,8.110811081,848.8648865,405.5405541,Beam,81.10811081,High
8112,37,1631.80318,41.50315032,83.00630063,8130.693069,Sunny,4055.905591,81.11811181,8.111811181,848.9448945,405.5905591,Truss,81.11811181,High
8113,1,1631.9982,41.50765077,83.01530153,8131.683168,Snowy,4056.405641,81.12811281,8.112811281,849.0249025,405.6405641,Arch,81.12811281,High
8114,44,1632.193219,41.51215122,83.02430243,8132.673267,Cloudy,4056.905691,81.13811381,8.113811381,849.1049105,405.6905691,Beam,81.13811381,High
8115,2,1632.388239,41.51665167,83.03330333,8133.663366,Windy,4057.405741,81.14811481,8.114811481,849.1849185,405.7405741,Truss,81.14811481,High
8116,8,1632.583258,41.52115212,83.04230423,8134.653465,Rainy,4057.905791,81.15811581,8.115811581,849.2649265,405.7905791,Arch,81.15811581,High
8117,33,1632.778278,41.52565257,83.05130513,8135.643564,Sunny,4058.405841,81.16811681,8.116811681,849.3449345,405.8405841,Beam,81.16811681,High
8118,5,1632.973297,41.53015302,83.06030603,8136.633663,Snowy,4058.905891,81.17811781,8.117811781,849.4249425,405.8905891,Truss,81.17811781,High
8119,31,1633.168317,41.53465347,83.06930693,8137.623762,Cloudy,4059.405941,81.18811881,8.118811881,849.5049505,405.9405941,Arch,81.18811881,High
8120,22,1633.363336,41.53915392,83.07830783,8138.613861,Windy,4059.905991,81.19811981,8.119811981,849.5849585,405.9905991,Beam,81.19811981,High
8121,27,1633.558356,41.54365437,83.08730873,8139.60396,Rainy,4060.406041,81.20812081,8.120812081,849.6649665,406.0406041,Truss,81.20812081,High
8122,44,1633.753375,41.54815482,83.09630963,8140.594059,Sunny,4060.906091,81.21812181,8.121812181,849.7449745,406.0906091,Arch,81.21812181,High
8123,11,1633.948395,41.55265527,83.10531053,8141.584158,Snowy,4061.406141,81.22812281,8.122812281,849.8249825,406.1406141,Beam,81.22812281,High
8124,46,1634.143414,41.55715572,83.11431143,8142.574257,Cloudy,4061.906191,81.23812381,8.123812381,849.9049905,406.1906191,Truss,81.23812381,High
8125,32,1634.338434,41.56165617,83.12331233,8143.564356,Windy,4062.406241,81.24812481,8.124812481,849.9849985,406.2406241,Arch,81.24812481,High
8126,43,1634.533453,41.56615662,83.13231323,8144.554455,Rainy,4062.906291,81.25812581,8.125812581,850.0650065,406.2906291,Beam,81.25812581,High
8127,40,1634.728473,41.57065707,83.14131413,8145.544554,Sunny,4063.406341,81.26812681,8.126812681,850.1450145,406.3406341,Truss,81.26812681,High
8128,40,1634.923492,41.57515752,83.15031503,8146.534653,Snowy,4063.906391,81.27812781,8.127812781,850.2250225,406.3906391,Arch,81.27812781,High
8129,42,1635.118512,41.57965797,83.15931593,8147.524752,Cloudy,4064.406441,81.28812881,8.128812881,850.3050305,406.4406441,Beam,81.28812881,High
8130,46,1635.313531,41.58415842,83.16831683,8148.514851,Windy,4064.906491,81.29812981,8.129812981,850.3850385,406.4906491,Truss,81.29812981,High
8131,6,1635.508551,41.58865887,83.17731773,8149.50495,Rainy,4065.406541,81.30813081,8.130813081,850.4650465,406.5406541,Arch,81.30813081,High
8132,43,1635.70357,41.59315932,83.18631863,8150.49505,Sunny,4065.906591,81.31813181,8.131813181,850.5450545,406.5906591,Beam,81.31813181,High
8133,32,1635.89859,41.59765977,83.19531953,8151.485149,Snowy,4066.406641,81.32813281,8.132813281,850.6250625,406.6406641,Truss,81.32813281,High
8134,27,1636.093609,41.60216022,83.20432043,8152.475248,Cloudy,4066.906691,81.33813381,8.133813381,850.7050705,406.6906691,Arch,81.33813381,High
8135,21,1636.288629,41.60666067,83.21332133,8153.465347,Windy,4067.406741,81.34813481,8.134813481,850.7850785,406.7406741,Beam,81.34813481,High
8136,0,1636.483648,41.61116112,83.22232223,8154.455446,Rainy,4067.906791,81.35813581,8.135813581,850.8650865,406.7906791,Truss,81.35813581,High
8137,10,1636.678668,41.61566157,83.23132313,8155.445545,Sunny,4068.406841,81.36813681,8.136813681,850.9450945,406.8406841,Arch,81.36813681,High
8138,38,1636.873687,41.62016202,83.24032403,8156.435644,Snowy,4068.906891,81.37813781,8.137813781,851.0251025,406.8906891,Beam,81.37813781,High
8139,33,1637.068707,41.62466247,83.24932493,8157.425743,Cloudy,4069.406941,81.38813881,8.138813881,851.1051105,406.9406941,Truss,81.38813881,High
